id,title,href,price,area_m2,n_room,n_wc,district,city,published_date,image_path,Diện tích,Mức giá,description,lat,long,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất
29935345,"RỔ HÀNG OPAL BOULEVARD KÝ HĐ TRỰC TIẾP CĐT GIÁ TỪ 2.1TỶ BAO FULL, ĐA DẠNG VIEW 0939 720 ***",/ban-can-ho-chung-cu-phuong-binh-thang-prj-opal-boulevard/ro-hang-t5-2021-ky-hd-truc-tiep-cdt-gia-tu-2-1ty-bao-full-da-dang-view-0939720039-pr29935345,"2,25 tỷ",80.0,2.0,2.0,Dĩ An,Bình Dương,2023-07-25,"['29935345-1.jpg', '29935345-2.jpg', '29935345-3.jpg', '29935345-4.jpg']",80 m²,"2,25 tỷ","Căn hộ chung cư Opal Boulevard Phạm Văn Đồng ngay mặt tiền PVĐ đại lộ đẹp nhất Saigon.- Căn 2 phòng ngủ 7X m²: Giá chỉ từ 2.270 - 2,5 tỷ. (tầng 8 - tầng 12 - tầng 14 - tầng 18 - tầng 25 - tầng 28 và 35).- Căn 2 phòng ngủ 8X m²: Giá chỉ từ 2.760 - 2.860 tỷ.- Căn 3 phòng ngủ 99 - 110m²: Giá chỉ từ 3.270 - 3.4 tỷ.Đặc biệt: Giá trên bao gồm thuế phí sang nhượng.- Tùy căn, tùy tầng, tùy view giá căn hộ khác nhau.- Giao nhà hoàn thiện:+ Full bộ bếp và tủ bếp cao cấp nhập khẩu.+ Full sàn gỗ chuẩn Châu Âu trị giá khoảng 20tr đồng.+ Full thiết bị vệ sinh ToTo trị giá 100tr đồng.+ Tặng thiết bị thông minh smarthome.+ Tặng thiết bị truy cập internet an toàn cho trẻ em.Hỗ trợ khách hàng xem nhà hoàn thiện thực tế tại dự án hàng ngày.Cảm nhận được nội thất bàn giao cao cấp được đánh giá căn hộ B +.Dự án sở hữu vị trí đắt giá ngay mặt tiền đường Phạm Văn Đồng, tuyến đường huyết mạch kết nối nhanh chóng vô trung tâm TP sẽ mang đến lợi thế kết nối giao thông vượt trội cho các khu vực mà nó đi qua. Đây là lợi thế kép để gia tăng giá trị đầu tư và an cư cho cư dân.",10.9067392349243,106.801963806152,,,,,,2 phòng,2 phòng,,+ Full bộ bếp và tủ bếp cao cấp nhập khẩu. + Full sàn gỗ chuẩn Châu Âu trị giá khoảng 20tr đồng. + Full thiết bị vệ sinh ToTo trị giá 100tr đồng.
37649070,Cam kết rẻ nhất - quỹ căn nhiều nhất - Masteri view hồ - 2PN - giá từ 2. X tỷ,/ban-can-ho-chung-cu-phuong-tay-mo-prj-masteri-west-heights/cam-ket-re-nhat-quy-nhieu-nhat-view-2pn-gia-tu-2-x-ty-pr37649070,Giá thỏa thuận,51.3,2.0,1.0,Nam Từ Liêm,Hà Nội,2023-07-25,"['37649070-1.jpg', '37649070-2.jpg', '37649070-3.jpg', '37649070-4.jpg']","51,3 m²",Thỏa thuận,"Cam kết rẻ nhất - quỹ căn nhiều nhất - Masteri view hồ - 2pn - giá từ 2. X tỷ.Duy nhất 1 căn giá 2.5 tỷ căn 2PN thiết kế từ 1PN + 1 chỉ trả trước 2,5 tỷ.Diện tích: 51,3m² nhận nhà ở ngay, full chỗ để xe.- Thanh toán sớm: 2,5 tỷ.Tiêu chuẩn bàn giao cao cấp nhất tại toàn bộ dự án Vinhomes Smart City.- Bàn giao full nội thất cao cấp liền tường nhập khẩu tên tuổi: Hafele, Ghrohe, Daikin.- Đặc biệt kính căn hộ là kính low - e 3 lớp, chạm trần sàn, thế mạnh cách nhiệt, cách âm, chống tia uv tốt nhất.Dàn tiện ích 5 sao lần đầu tiên xuất hiện tại Hà Nội - cao cấp nhất tại Vinhomes Smartcity.+ Sảnh khách sạn 5 sao.+ Miễn phí trọn đời phòng tập gym + 4 bể bơi paronama tầng thượng vô cực view thành phố.+ Miễn phí rạp chiếu phim gia đình.+ Miễn phí phòng lounge sang trọng - wifi 24/7 để cư dân làm việc tiếp khách.+ Miễn phí phòng đọc sách.+ Miễn phí khu bể bơi ngoài trời tiêu chuẩn rộng 1000m.+ Thác nước ánh sáng siêu đẹp.+ Đặc biệt: Miễn phí quản lý dịch vụ: 36 tháng.Liên hệ: 0917 198 *** để nhận thông tin chi tiết dự án và đăng ký đi xem căn hộ.",21.006206512451172,105.73707580566406,,,Đông - Bắc,Tây - Nam,,2 phòng,1 phòng,Hợp đồng mua bán,Cơ bản
37744277,"BÁN ~3.12TỶ CĂN 3PN 88.9M2 (TT) TÒA SAKURA, CK 20% GTCH, CAM KẾT RẺ NHẤT, LỐT ĐỂ Ô TÔ- VIEW NỘI KHU",/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sakura-vinhomes-smart-city/ban-3-3ty-3pn-88m2-tt-toa-ck-20-gtch-cam-ket-re-nhat-lot-de-oto-view-noi-khu-pr37744277,"3,37 tỷ",88.9,3.0,2.0,Nam Từ Liêm,Hà Nội,2023-07-25,"['37744277-1.jpg', '37744277-2.jpg', '37744277-3.jpg', '37744277-4.jpg']","88,9 m²","3,37 tỷ","Bán ~3.12 tỷ căn 3PN 88.9m² tim tường tòa Sakura - CK 20% GTCH - cam kết rẻ nhất - lốt để ôtô Vinhomes Smart City.Căn 3PN DT: 80.2m² (TT) chỉ 3.2 tỷ nhận nhà ở ngay. Quà tặng tới 400 triệu + CK 10% duy nhất tại Phân khu Sakura Vinhomes Smart. LH: 0888 685 ***.(*) Chính sách ưu đãi khủng nhất Hè 2023 này thực sự tạo ra cơn sốt giao dịch chưa từng có tại The Sakura & chỉ dành cho khách hàng nhanh nhất:1. Gói quà mùa hè sôi động lên tới 400 triệu.2. Tổng chiết khấu thanh toán sớm lên tới 19,3%.3. Dễ dàng sở hữu với số vốn tự có chỉ cần 30% ký HĐMB.+ Hỗ trợ vay ngân hàng đến 70% lên tới 35 năm, miễn gốc lãi 0% 12 tháng.4. CK tới 0,8% BL ngân hàng.5. CK thanh toán tiến độ đến 7%.Tư vấn chi tiết chính sách LH: 0888 685 ***.(*) Lý do lựa chọn phân khu The Sakura:1. Là phân khúc căn hộ cao cấp Vinhomes Smart City có tiêu chuẩn quản lý, dịch vụ & thiết kế, nội thất bàn giao đáp ứng được đại đa số nhu cầu quý khách hàng.2. Nội khu phong cách Nhật Bản lần đầu tiên xuất hiện ở Vinhomes Smart City.3. Quản lý vận hành chuyên nghiệp đến từ cđt Vinhomes.4. Sử dụng miễn phí gần như toàn bộ các tiện ích như: Bể bơi 4 mùa, vườn nướng BBQ, công viên, vườn nhật, sân chơi thể thao.- Tiêu chuẩn bàn giao: Tối thiểu (bao gồm: Thiết bị vệ sinh đầy đủ, trần thạch cao, full sàn gỗ, điều hòa Multi hai chiều, hệ thống điện đầy đủ, khóa cửa thông minh bằng vân tay).- Thời gian bàn giao: Đã bàn giao tháng 12/2022.- Thời hạn sở hữu: Sở hữu lâu dài.- Điểm nhấn tiện ích có một không hai tại The Sakura mang đến những sự lựa chọn tốt nhất cho cuộc sống của cư dân như: Bể bơi 4 mùa nội khu đầu tiên, vườn Nhật nội khu đầu tiên và duy nhất tại Vinhomes Smart City.Giá cực tốt cho anh chị nào muốn sở hữu căn hộ 3PN tại SA3.Chi tiết liên hệ ngay để được tư vấn: 0888 685 *** (Zalo/Call/24 - 7).",21.0052261352539,105.738914489746,,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ
37744172,"Chính chủ bán lô góc 2 mặt tiền 20m, sổ đỏ chính chủ sở hữu lâu dài, giá cả thỏa thuận",/ban-dat-duong-84-xa-binh-yen-1/chinh-chu-ban-lo-goc-2-mat-tien-20m-so-do-chinh-chu-so-huu-lau-dai-gia-ca-thoa-thuan-pr37744172,Giá thỏa thuận,81.0,,,Thạch Thất,Hà Nội,2023-07-25,"['37744172-1.jpg', '37744172-2.jpg', '37744172-3.jpg', '37744172-4.jpg']",81 m²,Thỏa thuận,"- Gia đình cần bán gấp lô góc vip nhất Khu TĐC 7,88ha Phía Bắc đường 84 khu CNC Hòa Lạc, xã Bình Yên, Huyện Thạch Thất, Hà Nội.- Vị trí đắc địa có thể định cư hoặc xây kinh doanh. 2 mặt tiền bám đường 20m tiềm năng tăng giá rất cao.- Diện tích 81m², mặt tiền rộng.- Sổ đỏ chính chủ sẵn giao dịch.- Giá cả thương lượng.- Liên hệ ngay tôi theo số ĐT 0919 002 ***",21.0251694,105.6136304,,,,,,,,Sổ đỏ/ Sổ hồng,
37062320,"Bán LK Sao Biển 90m2 giá 12, x tỷ. SL Hải Âu HA 150m2 giá 18, x tỷ. SL San Hô 135m2 giá 19, x tỷ",/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-lk-sao-bien-90m2-13-ty-sl-hai-au-ha-150-m2-18-x-ty-don-lap-220-m2-33-x-ty-pr37062320,Giá thỏa thuận,90.0,,,Gia Lâm,Hà Nội,2023-07-25,"['37062320-1.jpg', '37062320-2.jpg', '37062320-3.jpg', '37062320-4.jpg']",90 m²,Thỏa thuận,"Cam kết giá tốt nhất thị trường chuyển nhượng Vinhomes Ocean Park.Giá bán đã bao phí sang tên, hỗ trợ thủ tục đến khi khách nhận sổ, cam kết không phát sinh chi phí.Toàn bộ các căn Liền Kề, Biệt Thự đều có sẵn sổ đỏ lâu dài, sở hữu trọn đời.LH xem nhà free: 0982 221 ***.1. Căn liền kề phân khu Sao Biển SB - 90m² bán nhanh giá 12,x tỷ.2. Căn biệt thự song Lập khu Hải Âu, phố kinh doanh sầm uất HA - 150 m² bán nhanh giá 18, x tỷ.3. Căn Song Lập khu San Hô, gần hồ lớn, diện tích 135m² bán 19,x tỷ.4. Căn Song Lập HA02 - 148m², đã hoàn thiện đẹp, có thang máy, bán 23,x tỷ5. Căn biệt thự đơn lập, vị trí mặt đường trục chính, thuận tiên giao thông, bán nhanh giá 33, x tỷ.Quý khách vui lòng LH SĐT 0982 221 *** để biết thêm chi tiết (call, sms, viber, zalo).Trân trọng cảm ơn.",20.9963248090018,105.948146820068,,,Đông - Nam,,4 tầng,,,Sổ đỏ/ Sổ hồng.,
37743572,Quỹ căn góc biệt thự shophouse siêu hot vị trí đẹp kinh doanh đỉnh tại Vinhomes Ocean Park 2 giá rẻ,/ban-nha-biet-thu-lien-ke-xa-long-hung-prj-the-empire-vinhomes-ocean-park-2/quy-can-goc-shophouse-sieu-hot-vi-tri-dep-kinh-doanh-dinh-tai-2-gia-re-pr37743572,10 tỷ,75.0,,,Văn Giang,Hưng Yên,2023-07-25,"['37743572-1.jpg', '37743572-2.jpg', '37743572-3.jpg', '37743572-4.jpg']",75 m²,10 tỷ,"Thời điểm này giá rất là tốt, thời điểm vàng cho các nhà đầu tư mua để ở, kinh doanh hay đầu tư lâu dài, hiện em Hương đang có rất nhiều căn giá vô cùng hợp lý:+ Quỹ các căn góc siêu đẹp:- Căn góc Cọ Xanh 75m² giá chỉ 10 tỷ bao phí.- Căn góc Chà Là 118m² giá 12.x tỷ.- Căn góc Hải Âu 112m² giá 17.x tỷ.- Căn góc Sao Biển 142m² giá chỉ 2x tỷ.+ Quỹ các Căn Xẻ Khe:- Xẻ khe Chà Là 72m² giá chỉ 6.x tỷ.- Xẻ khe Cọ Xanh 87.5m² giá 8.x tỷ.- Xẻ khe Hải Âu 91m² gía 9.x tỷ.+ Quỹ các căn Shophouse kinh doanh siêu đỉnh:- Song Lập San Hô 120m² đường 20m trục chính kinh doanh siêu đỉnh ngay gần Biển Hồ giá chỉ 21.x tỷ.- Sao Biển 56m² giá chỉ 6.x tỷ.- Sao Biển 67.5m² giá 8.x tỷ.- San Hô 65m² giá 8.x tỷ.Cùng các căn liền kề giá chỉ từ 5 tỷ mà vị trí vô cùng đẹp.LH ngay e Hương 0839 238 *** để được tư vấn thêm.",20.94243621826172,105.9552993774414,15 m,20 m,,,,,,,
37687181,"Cần bán liền kề biệt thự song lập Ngọc Trai và sao biển, căn đẹp giá rẻ nhất",/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/can-ban-song-lap-ngoc-trai-va-sao-bien-can-dep-re-nhat-pr37687181,"21,9 tỷ",150.0,,,Gia Lâm,Hà Nội,2023-07-25,"['37687181-1.jpg', '37687181-2.jpg', '37687181-3.jpg', '37687181-4.jpg']",150 m²,"21,9 tỷ","Chính chủ cần bán nhanh 1 trong 2 căn biệt thự song lập vip Ngọc Trai và Sao Biển - chấp nhận môi giới.* Thông tin chi tiết:- Căn biệt thự Sao Biển:+ Mã căn: SB09 - 48.+ Hướng Đông Nam.+ Diện tích 150m².+ Xây 3,5 tầng.+ Mặt tiền 10m.Ưu điểm:+ Đường thông, chỉ vài bước chân ra hồ Ngọc Trai 24ha.+ Thuộc phân khu mở nên đi lại rất thoải mái.+ Gần khu thương mại dịch vụ nên thuận tiện mua bán.+ Thiện chí bán bên có thể thương lượng thêm.Giá bán: 21,9 tỷ.- Căn biệt thự Ngọc Trai.+ Vị trí: Lô view trực diện vườn hoa.+ Mã căn: NT9 - 55.+ Hướng Tây Bắc.+ Diện tích: 153m².+ Xây dựng: 3,5 tầng.+ Mặt tiền 8,5m.+ Hoàn thiện mặt ngoài, bên trong thô.* Ưu điểm nổi bật:+ View vườn hoa, chỉ cách sông vài bước chân, thuộc khu đẹp nhất của phân khu Ngọc Trai.+ Thuộc phân khu đóng, có chốt bảo vệ nên an ninh rất tốt, yên tĩnh, đẳng cấp.+ Là lô cạnh góc nên rất tiện và thoáng.+ Thiện chí bán và có thể thương lượng.Giá bán: 29,3 tỷ.",21.0024147033691,105.964111328125,10 m,,,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,
37742949,Cắt lỗ 20tr/m2 lô đất mặt tiền vị trí Trung Tâm Thành Phố Nha Trang (có thương lương),/ban-dat-duong-tran-phu-phuong-vinh-nguyen/cat-lo-20tr-m2-lo-mat-tien-vi-tri-trung-tam-thanh-pho-nha-trang-co-thuong-luong-pr37742949,"49,86 tỷ",277.0,,,Nha Trang,Khánh Hòa,2023-07-25,"['37742949-1.jpg', '37742949-2.jpg', '37742949-3.jpg', '37742949-4.jpg']",277 m²,180 triệu/m²,"Địa chỉ: 18 Đường Trần Phú, Phường Vĩnh Nguyên, Thành phố Nha Trang, Tỉnh Khánh Hòa.- Diện tích: 277 m² ngang 8m dài 34.Ngoài sổ dư từ 30 - 45m² tặng.- Lô đất ở vị trí trung tâm thành phố.- Cách biển 50m đi bộ, bệnh viện, vinmec sát bên.Gần trường học, chợ, siêu thịtrước mặt là dự án khu du lịch của Vin Group, Bên hong khu đô thị, Vị trí đắc đỏ xung quanh nhà hàng khách sạn.- Phù hợp với nhu cầu xây dựng khách sạn, căn hộ cao cấp, kinh doanh buôn bán, nhà hàng - cafe, Xây dựng văn phòng cho thuê vv.- TIỀM NĂNG LỚN: Đất luôn tăng giá theo tình hình hiện tại chung của BĐS của khu vực, bảo đảm sinh lời: Ngân hàng hổ trợ vốn ưu đãi.Giá bán: 200tr/m² chỉ còn 180tr/m² m có thương lượng.Hãy gọi ngay MS: 0966 070 *** 0914 070 *** - MS: THẢO Chính chủ.Ngoài ra, tôi muốn sang nhượng nhà hàng làng nướng Suối Tiên.Với dt đất 3.092m 140m đất thổ cư, Quy mô rộng lớn, Bãi đậu Oto xe máy thoải mái tại Hương Lộ 39 Huyện Diên Khánh - Nha Trang - Khánh Hoà.Nhà Hàng rông cực lớn với 4 phòng VIP mỗi phòng có sức chứa từ 25 - 30 khách, với vườn rau sạch 1.000m 50 cây xoài đã ra trái, 30 cây dừa trái uống quanh năm, 30 bộ bàn ghế mỗi bộ 8 khách, có sức chứa trên 1.000 khách địa điểm gần khu du lịch suối tiên cách 300m rất thuận lợi cho du khách ăn nhậu trưa và tối sau khi vui chơi.Đây cũng là một nơi lý tưởng tiếp khách, Cho các cơ quan nhà nước tổ chức tiệc, hội tụ gặp mặt sinh nhật, cưới hỏi khách vãng lai. Khách thích đổi không khí và trên cả tuyệt vời cho điểm hẹn tình yêu lý tưởng.Đất được lên thổ thêm bất cứ lúc nào Nhà Hàng đang hoạc động rất tốt lãi xuất chi phí xong từ 300 đến 400 triệu một tháng.Tuyệt vời hơn chính chủ sang nhượng toàn bộ, bộ phận bếp và tất cả nhân viên phục vu 25 người.Hỗ trợ cho khách thiện chí mua, 3 tháng kinh nghiệm quản lý nhà hàng.. Với giá ưu đãi tốt nhất cho khách hàng có tiềm năng khinh doanh là 25 tỷ bớt lọc.Hãy gọi ngay MS: 0966 070 *** 0914 070 *** - MS: Thảo chính chủ.",12.2267483,109.2003167,8 m,,,,,,,,
37278315,BK - Homes Bán quỹ hàng chuyển nhượng giá rẻ nhất thị trường giá từ 5 tỷ Ocean Park 2,/ban-nha-biet-thu-lien-ke-xa-nghia-tru-prj-mega-complex-vinhomes-ocean-park-2/bk-homes-ban-quy-hang-chuyen-nhuong-gia-re-nhat-thi-truong-gia-tu-5-ty-2-pr37278315,5 tỷ,60.0,,,Văn Giang,Hưng Yên,2023-07-25,"['37278315-1.jpg', '37278315-2.jpg', '37278315-3.jpg', '37278315-4.jpg']",60 m²,5 tỷ,"BK- Homes độc quyền bán chuyển nhượng dự án ocean park 2 một số căn như sau:- Phân khu Sao Biển:SB 48m: Giá 5, x tỷ.SB 58m giá 6 tỷ.SB 67m giá 7 tỷ.SB 84m giá 9 tỷ.SB 91m giá 9, x tỷ.SB2, SB3, SB4, SB5 ô góc diện tích từ 76 - 120m giá bán từ 11 tỷ đến 15 tỷ tùy vị trí.- Phân khu Cọ Xanh:CX 48m giá 4.850 tỷ,CX 52m: Giá 5,3 tỷ, 56m 6 tỷ.CX9 - 6X: 48m giá 5,2 tỷ. CX10 - 2x: 48m: 5 tỷ.CX11 - 9x, CX11 - 3x: 52m giá 5,3 tỷ.CX16 - 1x: 56m giá 5.6 tỷ.CX9 - 1xx: 62,5m giá 6 tỷ.CX4 - 3x: 127,52m giá 17 tỷ SL view bể bơi công viên.CX12 - 4x: 75m, CX6 - 2X, CX14 - 1X: 161m.- Phân khu Chà Là:CL8 - 8X, CL10 - XX 58m: 6 tỷ.CL6 - 12X: 48m giá 4,x tỷ.CL12 - 0x, CL9 - 0X, CL14 - 0X: 63m giá 6,4 tỷ.CL13 - 06: 70m view công viên. giá 7 tỷCL11 - 1X Song lập 127m vườn hoa giá 12 tỷ.CL15 - 2X: 112m Shophouse 2 mặt tiền vườn hoa giá 14 tỷ.CL01: 206m đơn lập giá 23 tỷ.- Phân khu Hải Âu:HA8 - 6X: 48m giá 5,2 tỷ.HA4 - 42: 75m 9 tỷ vườn hoa, bể bơi.HA4 - 6x: 105m xẻ khe bể bơi: 12 tỷ.ĐĐD20X, ĐĐD - 23X: 105m Shop 11 tỷ.ĐĐD - 28X: 75m giá 10 tỷ.HA6 - xx: Tứ lập 120m giá 11,5 tỷ.- Phân khu Kinh Đô Ánh Sáng:ĐLSH - 8X: 253m Đơn lập mặt đường 51m giá 30 tỷ KĐ8 - 6x: 84m Shop áp góc Đg 30m 13 tỷ.KĐ - 8x: 75m mặt đường Kinh Đô: 12 tỷ.KĐ5 - XX: 84m cạnh Vincom, đường 51m. Giá 12 tỷ.KĐ - 3X, KĐ 6 - XX: 150m SL. giá 22 tỷ KĐ6 - 9x: Song lập góc 153m giá 30 tỷ.- Phân khu San Hô:SH4 - 0X: 108m áp góc đại lộ San Hô view công viên.SH4 - 1XX: 108m gần biển.SH17 - 1x SL 150m view vườn hoa, gần biển.SH13 - xx đơn lập 320m ngay biển.SH19 - 1xx 3 gần biển, chân chung cư.SH7 - 13: 170m 30 tỷ Song lập.- Phân khu Đảo dừa:ĐD5 - 3x: 56m giá 6,5 tỷ.ĐD1: 63m giá 8tỷ.ĐD1: 70m giá 9 tỷ.ĐD5 - 5x: 16 tỷ view công viên.DD4 - xx: Tứ lập 120m² giá 14,5 tỷ.- Đảo Ngọc trai:NT1,2,3 giá 25 tỷ.Ngọc trai vip búp sen giừ từ 50 - 70 tỷ.Mọi thông tin chi tiết khách hàng có nhu cầu quan tâm vui lòng liên hệ:ĐT: 0912 819 *** gặp Anh Thọ.",20.951214,105.98468,,,,,,,,,
37742810,"Hạ hết giá để bán nhà Số 11A đường Út Tịch, P4, Tân Bình, TP. HCM. DT 166,2m2, MT 11m, sâu 15,1m",/ban-nha-mat-pho-duong-ut-tich_1-phuong-4-20/ha-het-gia-de-ban-so-11a-tich-p4-tan-binh-tp-hcm-dt-166-2m-mt-11m-sau-15-1m-pr37742810,68 tỷ,166.2,,,Tân Bình,Hồ Chí Minh,2023-07-25,"['37742810-1.jpg', '37742810-2.jpg', '37742810-3.jpg', '37742810-4.jpg']","166,2 m²",68 tỷ,"Tình hình kinh tế khó khăn, hạ hết giá để bán căn nhà số 11A đường Út Tịch, phường 4, quận Tân Bình, thành phố HCM.Diện tính 166.2m. Mặt tiền 11m, sâu 15.1m. Tổng diện tích xây dựng 1031m (Thực tế 1200m). Kết cấu hầm, lửng 5 lầu và sân thượng.Nhà xây mới 2021, đầy đủ PCCC và thang máy cao cấp, đang có HĐ thuê 140 triệu/tháng. Đầu năm 2024 lên 150 triệu/tháng. Cuối năm 2024 kết thúc HĐ hỗ trợ dịch thì sẽ ký lại giá mới là 220 triệu/tháng.Giá chốt hạ còn 68 tỷ. Sổ hồng mới, hoàn công đầy đủ, không sai phạm gì về xây dựng. Công chứng trong ngày (chỉ thương lượng bớt lộc).Thông tin chính chủ nhà, minh bạch, chính xác và rất rõ ràng, mong các bạn MG ko thay đổi thông tin và tôn trọng chủ nhà.Liên hệ: Mr. Thắng 0935 329 ***. Phí MG 1%.",10.7975186,106.6584874,11 m,,,,7 tầng,,,Sổ hồng,
37742594,"Bán lô đất view kênh, ngay đối diện trường Tiểu học Nguyễn Bá Ngọc, 520m2, đất ở 100%, 1.7 tỷ",/ban-dat-duong-la-tho-xa-dien-hoa-3/ban-lo-view-kenh-ngay-doi-truong-tieu-hoc-nguyen-ba-ngoc-532m2-o-100-1-7-ty-pr37742594,"1,7 tỷ",520.0,,,Điện Bàn,Quảng Nam,2023-07-25,"['37742594-1.jpg', '37742594-2.jpg', '37742594-3.jpg', '37742594-4.jpg']",520 m²,"1,7 tỷ","Chính chủ bán lô đất view kênh, ngay đối diện trường Tiểu học Nguyễn Bá Ngọc, đường đôi có con kênh ở giữa, quy hoạch sẽ mở ra đường 10m5.+ Lô đất thuộc thôn La Thọ 2, xã Điện Hòa.+ Diện tích đất: 520m².+ Đất ở 100%.+ Hướng chính Nam, rất mát mẻ.+ Hợp làm nhà vườn, villa, biệt thự.+ Giá: 1.7 tỷ.Vị trí lô đất:https://maps.app.goo.gl/f7CjEc3URCDNA23D6Liên hệ chính chủ: Mr. Quốc: 0903 548 ***.Có hoa hồng cho người giới thiệu!",15.9265850406653,108.197962731955,,7 m,Nam,,,,,Sổ đỏ/ Sổ hồng.,
37742498,"Bán nhà 586/3 Điện Biên Phủ, DT: 123m2, 4 tầng, DTSD: 441m2, có thang máy, gồm 7 căn hộ, 5.85 tỷ",/ban-nha-rieng-duong-dien-bien-phu-phuong-thanh-khe-dong/ban-586-3-dt-123m2-4-tang-dtsd-441m2-co-thang-may-gom-7-can-ho-5-85-ty-pr37742498,"5,85 tỷ",123.0,13.0,13.0,Thanh Khê,Đà Nẵng,2023-07-25,"['37742498-1.jpeg', '37742498-2.jpeg', '37742498-3.jpeg', '37742498-4.jpeg']",123 m²,"5,85 tỷ","Bán nhà hẻm 2m5 địa chỉ 586/3 Điện Biên Phủ, cách Điện Biên Phủ chỉ 30m.DT: 123m², 4 tầng, DTSD: 441m², có thang máy, bao gồm 7 căn hộ, mỗi căn hộ 50m² bao gồm 2PN, 2WC khép kín.Đang cho thuê full, thu nhập: 35 tr/tháng.Tòa nhà có thang máy, dùng thẻ từ, chỉ có khách có thẻ mới sử dụng được.Giá bán: 5.85 tỷ, thương lượng.LH A. Quốc: 0903 548 ***",16.0656209,108.1872238,5 m,"2,5 m",,,4 tầng,13 phòng,13 phòng,Sổ đỏ/ Sổ hồng,
37742479,"Bán nhà mặt tiền 95 Nguyễn Xí, DTĐ: 125m2 x 4 tầng, DTSD: 264m2, giá 6.09 tỷ. 0903 548 ***",/ban-nha-mat-pho-pho-nguyen-xi-phuong-hoa-minh/ban-tien-95-dtd-125m2-x-4-tang-dtsd-264m2-gia-6-090-ty-0903548978-pr37742479,"6,09 tỷ",125.0,3.0,3.0,Liên Chiểu,Đà Nẵng,2023-07-25,"['37742479-1.jpg', '37742479-2.jpeg', '37742479-3.jpg', '37742479-4.jpg']",125 m²,"6,09 tỷ","Bán nhà mặt tiền Nguyễn Xí khu Hòa Minh, gần Lý Thái Tông, hướng Đông Bắc, cách biển Nguyễn Tất Thành chỉ 300m.DTĐ: 125m², nhà 4 tầng, 3PN, 3 toilet, 1 phòng sinh hoạt chung, một phòng kho.DTXD: 80m², DTSD: 264m², sân vườn phía trước rất đẹp, có hồ cá, hòn non bộ.Đường 7.5m, lề 5m, xe ô tô đậu trên lề thoải mái.Giá bán: 6.09 tỷ. Thương lượng ít, ra lộc mua bán.Nhà đang cho thuê 12tr/tháng. Có thể chuyển giao hoặc chấm dứt hợp đồng thuê.Liên hệ chính chủ A. Quốc: 0903 548 ***",16.0729743,108.1673457,5 m,"7,5 m",Đông - Bắc,,4 tầng,3 phòng,3 phòng,,
